schemaObjectKey,schemaObjectType,schemaObjectFormat,schemaObjectNullable,schemaObjectPropertyNames,schemaObjectPropertyCount,schemaObjectPropertyRefCount,schemaObjectPropertyInlineCount,compschemaRequired,compschemaEnum,compsMaybeBool,compschemaAllOf,compschemaAnyOf,compschemaOneOf,compschemaDeprecated,compschemaExclusiveMaximum,compschemaExclusiveMinimum,compschemaReadOnly,compschemaUniqueItems,compschemaWriteOnly,compschemaMaxItems,compschemaMaxLength,compschemaMaxProperties,compschemaMinItems,compschemaMinLength,compschemaMinProperties,compschemaPattern,compschemaDescription,compschemaTitle,compschemaDefault,compschemaExample,compschemaNot,compschemaAdditionalProperties,compschemaDiscriminator,compschemaExternalDocs,compschemaItems,compschemaXml,compschemaMaximum,compschemaMinimum,compschemaMultipleOf
"""CheckedInvoice_Model""",OpenApiObject,"""""",0,"[""payment_batch_checking_record_ids"",""payment_batch_id"",""payment_batch_name""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ApplySuspenseItemModel""",OpenApiObject,"""""",0,"[""suspenseItemIds"",""reconciliationId""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""InvoiceItem_Update_Model""",OpenApiObject,"""""",0,"[""support_end_date"",""last_date_submitted_for_claim"",""support_start_date"",""ndis_support_item_id"",""total"",""unit_price"",""gst"",""id"",""invoice_id"",""quantity""]",10,0,10,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ReverseToModel""",OpenApiObject,"""""",0,"[""id""]",1,0,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Invoice_QuickUpload_RemoveTag_Model""",OpenApiObject,"""""",0,"[""id"",""tag_id""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Email_Update_Note""",OpenApiObject,"""""",0,"[""logMsg"",""is_System"",""note"",""emailId""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ProviderNameType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""HighRiskSupportItem_ListParameter""",OpenApiObject,"""""",0,"[""page"",""order_By"",""current_user_id"",""list_all"",""searchparams"",""is_deleted"",""page_size""]",7,1,6,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Payment_Summary_Upload_Result_Model""",OpenApiObject,"""""",0,"[""file_name"",""payment_summary_split_id"",""file_path"",""state_id"",""cache_id""]",5,0,5,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AddGroup""",OpenApiObject,"""""",0,"[""staff_Ids"",""types"",""groupName"",""team_Ids""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AIOCRSetting""",OpenApiObject,"""""",0,"[""ruleName"",""scanExtraKeys"",""typeKey"",""id"",""scanKeys""]",5,0,5,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Update_Password_Model""",OpenApiObject,"""""",0,"[""old_password"",""password""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""UpdateLogonHourItemModel""",OpenApiObject,"""""",0,"[""start_hours"",""end_hours"",""logonHours_setting_type"",""id"",""week""]",5,4,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Contact_Item""",OpenApiObject,"""""",0,"[""contact_number"",""invoice_authorisor"",""email"",""last_name"",""other_realtionship"",""first_name"",""relationship_id"",""notes"",""title_id""]",9,0,9,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""InvoiceAuthRemindHistory_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""UserStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AssignTagToVendoreDTO""",OpenApiObject,"""""",0,"[""tagIds"",""vendorIds""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""IdentityBase""",OpenApiObject,"""""",0,[],0,0,0,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Client_User_Update_Account_Model""",OpenApiObject,"""""",0,"[""registeredWay"",""id""]",2,1,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Staff_Update_Ip_Access_Type_Model""",OpenApiObject,"""""",0,"[""allow_au_ips"",""id"",""ip_access_type""]",3,1,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ResendUserCodeModel""",OpenApiObject,"""""",0,"[""userId"",""password""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""SuspenseItemStatus""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""RemoveAutoReplyEmailSettingCommand""",OpenApiObject,"""""",0,"[""ip"",""occurredOn"",""action"",""validators"",""id"",""lock_BusinessIds"",""executeResult"",""operator"",""errors"",""logBusinessId""]",10,2,8,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""OnePriceStateUpdateModel""",OpenApiObject,"""""",0,"[""price_control"",""isValid"",""is_delete"",""price_guide_id"",""price"",""price_val"",""support_item_price_guide_id""]",7,1,6,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMNoteReminder_Update_Model""",OpenApiObject,"""""",0,"[""source_type"",""reminder_date"",""id"",""staff_id"",""reminder_type"",""source_id"",""note_id""]",7,2,5,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""RemoveTagToVendoreDTO""",OpenApiObject,"""""",0,"[""tagIds"",""vendorIds""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AddSelectAnswer_Model""",OpenApiObject,"""""",0,"[""is_correct"",""content"",""invoice_id""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientPlanTodoButtonType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""StaffRoleDefine_Add_Model""",OpenApiObject,"""""",0,"[""role_name"",""permissions"",""notes""]",3,1,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMInvoiceNote_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""SuspendInvoiceCreationDateType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMProviderNote_Add_Model""",OpenApiObject,"""""",0,"[""client_id"",""todoList"",""is_link_to_invoice"",""reminder_staff"",""provider_id"",""content"",""reminder_date"",""append"",""id"",""invoice_id"",""is_link_to_client"",""isreminder"",""note_id"",""subject""]",14,0,14,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""RefundStatus""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientRequestUserType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientApplicationStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Vendor_InvoiceItem_Update_Model""",OpenApiObject,"""""",0,"[""support_end_date"",""support_start_date"",""ndis_support_item_id"",""unit_price"",""gst"",""id"",""invoice_id"",""quantity""]",8,0,8,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientApplication_Upload_Files_Result_Item_For_Company_Portal""",OpenApiObject,"""""",0,"[""file_name"",""key"",""file_id""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""StaffStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Update_Myplace_Type_Model""",OpenApiObject,"""""",0,"[""payment_summary_split_id"",""id"",""myplace_type"",""cache_id""]",4,1,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Staff_Update_Authorise_ByEmail_Model""",OpenApiObject,"""""",0,"[""email_from_address"",""email_connector_id"",""email_received_date"",""date_and_time_authorised"",""authorisation_status"",""invoice_id"",""emailId"",""authorised_by""]",8,1,7,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""LogonHoursSettingType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMNoteType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ModifyToOriginalTagModel""",OpenApiObject,"""""",0,"[""connectorId"",""created_Time"",""created_By"",""updated_By"",""email_Id"",""updated_Time"",""is_QuickUpload"",""tag_Id""]",8,0,8,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientPlanSupportArea_Add_Model""",OpenApiObject,"""""",0,"[""claim_limit"",""ndis_support_area_name"",""initial_amount"",""apply_claim_limit"",""budget_type"",""ndis_support_item_id"",""mark_quoterequired"",""client_plan_id"",""claim_limit_type"",""amount_spent"",""management_type"",""notes"",""ndis_support_area_id""]",13,3,10,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""EmailConnector_Update_NavTagModel""",OpenApiObject,"""""",0,"[""items"",""needSetDefaultTagId"",""emailConnectorId""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""MiscAdjustment_Item""",OpenApiObject,"""""",0,"[""misc_type"",""amount"",""id"",""description"",""misc_date""]",5,1,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""RequiredAuthorisationReminderType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""1"",""2"",""3"",""4"",""5""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AuthRoleType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""80"",""99"",""-1""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientApplicationSupportArea_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Client_Update_Model""",OpenApiObject,"""""",0,"[""suspend_invoice_create_from"",""middle_name"",""can_receive_communication"",""register_method"",""phone"",""plan_manager_staff_id"",""date_of_birth"",""is_deceased"",""referral_source"",""suspend_invoice_creation_datetype"",""address_suburb"",""email"",""special_consideration"",""status"",""sendby_email"",""ndis_no"",""suspend_invoice_create_reason"",""referral"",""last_name"",""coordinators_count"",""sendby_mailout"",""id"",""suspend_invoice_create"",""state_id"",""exclude_auto_submit_invoice_from_ai_ocr"",""exclude_auto_create_invoice_from_ai_ocr"",""tagIds"",""first_name"",""preferred_name"",""address_street"",""other_family_members_with_mp"",""no_address"",""no_email"",""sendby_authorisedcoordinator"",""mobile"",""deceased_date"",""mandatory_2nd_check"",""address_state_id"",""notes"",""title_id"",""address_postcode""]",41,4,37,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CommSmsTemplateType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""RuleType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""-1""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AutoReplyType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMNoteReminder_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""SupportCoordinator_User_Update_Account_Password_Model""",OpenApiObject,"""""",0,"[""old_password"",""support_coordinator_id"",""password""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""TagGroupTypeEnum""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""DownloadInvoice_Model""",OpenApiObject,"""""",0,"[""ids""]",1,0,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CommEmailHistory_ListParameter""",OpenApiObject,"""""",0,"[""start_date"",""page"",""comm_email_template_id"",""include60days"",""current_user_id"",""list_all"",""page_size"",""template_name"",""subject"",""end_date""]",10,0,10,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientApplicationAttachment_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Vendor_User_Update_Account_Details_Model""",OpenApiObject,"""""",0,"[""status"",""registeredWay"",""vendor_id"",""username""]",4,2,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMProviderNote_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ScanEmailAttachmentModel""",OpenApiObject,"""""",0,"[""receivedDate"",""isRescan"",""fileName"",""vendorId"",""supportoordinatorId"",""outlookReceivedDate"",""aiocrId"",""emailType"",""emailAttachmentId"",""isQuickUpload"",""invoiceQuickUploadId"",""emailId"",""filePath"",""emailConnectorId"",""clientId"",""importedDate"",""subject""]",17,0,17,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""NEmailTemplate_Update_Model""",OpenApiObject,"""""",0,"[""body"",""emailTemplateId"",""name"",""subject""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientContactRelationshipType_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""UpdateAvailableDatesCommand""",OpenApiObject,"""""",0,"[""start_Date"",""ip"",""occurredOn"",""action"",""validators"",""id"",""lock_BusinessIds"",""executeResult"",""updateType"",""operator"",""errors"",""end_Date"",""logBusinessId""]",13,2,11,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AddSelectedInvoice_Model""",OpenApiObject,"""""",0,"[""payment_batch_id"",""invoice_ids"",""payment_batch_name""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""RemoveTagToClientDTO""",OpenApiObject,"""""",0,"[""tagIds"",""clientIds""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""LoginViewModel""",OpenApiObject,"""""",0,"[""rememberme"",""username"",""password""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""UntoTagToClientDTO""",OpenApiObject,"""""",0,"[""clientList""]",1,0,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""RequestNumber""",OpenApiObject,"""""",0,"[""new_payment_number"",""invoice_item_id"",""cancel_payment_number""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Client_InvoiceItem_Update_Model""",OpenApiObject,"""""",0,"[""support_end_date"",""support_start_date"",""ndis_support_item_id"",""unit_price"",""gst"",""id"",""invoice_id"",""quantity""]",8,0,8,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PaymentRemittance_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""SendCommSmsModel""",OpenApiObject,"""""",0,"[""clientApplicationId"",""invoiceId"",""vendorId"",""coordinatorId"",""sms_Content"",""commSmsTemplateId"",""recipients"",""clientId"",""subject""]",9,0,9,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""User_PasswordChange_Model""",OpenApiObject,"""""",0,"[""token"",""password""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PaymentMethodType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PaymentBatchRemittanceStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""5"",""10"",""99""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AIOCRSpecialRules_Update_Model""",OpenApiObject,"""""",0,"[""ruleKeys"",""id"",""priority"",""ruleValues""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""VendorStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientReferralType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ChangeInvoiceDTO""",OpenApiObject,"""""",0,"[""invoice"",""tagIds""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Payment_Summary_MyPlace_Type""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Update_Client_Profile_Model""",OpenApiObject,"""""",0,"[""middle_name"",""phone"",""date_of_birth"",""address_suburb"",""ndis_no"",""last_name"",""id"",""first_name"",""address_street"",""mobile"",""address_state_id"",""title_id"",""address_postcode""]",13,0,13,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""NDISSupportItem_Import_Model""",OpenApiObject,"""""",0,"[""temp_file_id"",""file_name"",""is_force_import""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Global_CRMNote_ListParameter""",OpenApiObject,"""""",0,"[""plan_manager"",""searchText"",""note_type"",""page"",""status"",""order_By"",""includeArchive"",""current_user_id"",""start_reminder_date"",""list_all"",""staff_id"",""end_created_date"",""note_value"",""recipient"",""is_ShowOverDueOnly"",""is_my_own_reminder"",""start_created_date"",""page_size"",""days_overdue"",""note_id"",""end_reminder_date""]",21,2,19,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Staff_Ip_Access_Setting_Update_Model""",OpenApiObject,"""""",0,"[""ip"",""id"",""name""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""VendorSupportItemNumberConversion_Add_Model""",OpenApiObject,"""""",0,"[""vendorSupportItemNumberKeys"",""id"",""is_Deleted"",""vendorSupportItemNumberValues""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Phone_VoiceMail_UpdateStatus""",OpenApiObject,"""""",0,"[""status"",""id""]",2,1,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PaymentBatch_Confirm_Payment_Model""",OpenApiObject,"""""",0,"[""payment_creditors"",""payment_batch_id""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AIOCRMulitUpdateTagModel""",OpenApiObject,"""""",0,"[""isAllAIOCR"",""tagList"",""ids"",""isRemove""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""UpdateTagSetting""",OpenApiObject,"""""",0,"[""tags"",""type""]",2,1,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PaymentBatch_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientContactRelationshipType_Update_Model""",OpenApiObject,"""""",0,"[""full_name"",""client_contact_relationship_type_id"",""sort_code"",""short_name""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Staff_Add_Model""",OpenApiObject,"""""",0,"[""suburb"",""postcode"",""mark_Email_Attachment_Setting"",""phone"",""street"",""group_ids"",""chart_template_id"",""email"",""status"",""phone_agent"",""last_name"",""state_id"",""first_name"",""team_ids"",""staff_title"",""ip_access_type"",""phone_queue_arn"",""notes""]",18,2,16,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMSC_Add_Model""",OpenApiObject,"""""",0,"[""client_id"",""todoList"",""is_link_to_invoice"",""reminder_staff"",""content"",""reminder_date"",""append"",""id"",""invoice_id"",""is_link_to_client"",""sc_id"",""isreminder"",""note_id"",""subject""]",14,0,14,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PhoneRecordingType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""RecipientEnumType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4"",""5"",""6""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""UpdateGroup""",OpenApiObject,"""""",0,"[""staff_Ids"",""types"",""groupName"",""team_Ids""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Reconciliation_Create_Model""",OpenApiObject,"""""",0,"[""reconciliation_date"",""bankBalance"",""start_date"",""cancelled_invoiceitems"",""other_funds"",""gatewayBalance"",""miscAdjustment_Items"",""claim_ids"",""is_closed"",""gatewayBalanceNoRefund"",""ndis_funds"",""payment_batch_ids"",""notes"",""end_date""]",14,0,14,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""StaffRole_Permission_Feature""",OpenApiObject,"""""",0,"[""actions"",""feature""]",2,1,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
