sp_Object,sp_Property,sp_Reference,sp_Type,sp_Format,sp_Nullable,sp_Reqd,sp_Enum,sp_Props
"""Staff_Update_Authorise_ByEmail_Model""","""authorisation_status""","""InvoiceAuthorisationStatusType""",Null,"""""",0,[],[],fromList []
"""Staff_Update_Authorise_ByEmail_Model""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Update_Authorise_ByEmail_Model""","""emailId""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Update_Authorise_ByEmail_Model""","""authorised_by""","""""",String,"""""",1,[],[],fromList []
"""ModifyToOriginalTagModel""","""connectorId""","""""",String,"""uuid""",1,[],[],fromList []
"""ModifyToOriginalTagModel""","""created_Time""","""""",String,"""date-time""",0,[],[],fromList []
"""ModifyToOriginalTagModel""","""created_By""","""""",String,"""""",1,[],[],fromList []
"""ModifyToOriginalTagModel""","""updated_By""","""""",String,"""""",1,[],[],fromList []
"""ModifyToOriginalTagModel""","""email_Id""","""""",String,"""uuid""",0,[],[],fromList []
"""ModifyToOriginalTagModel""","""updated_Time""","""""",String,"""date-time""",1,[],[],fromList []
"""ModifyToOriginalTagModel""","""is_QuickUpload""","""""",Boolean,"""""",0,[],[],fromList []
"""ModifyToOriginalTagModel""","""tag_Id""","""""",String,"""uuid""",1,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""claim_limit""","""""",Number,"""double""",1,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""ndis_support_area_name""","""""",String,"""""",1,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""initial_amount""","""""",Number,"""double""",0,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""apply_claim_limit""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""budget_type""","""ClientBudgetType""",Null,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""ndis_support_item_id""","""""",String,"""uuid""",1,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""mark_quoterequired""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""client_plan_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""claim_limit_type""","""ClaimLimitType""",Null,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""amount_spent""","""""",Number,"""double""",0,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""management_type""","""ClientPlanManagementType""",Null,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""ClientPlanSupportArea_Add_Model""","""ndis_support_area_id""","""""",String,"""uuid""",0,[],[],fromList []
"""EmailConnector_Update_NavTagModel""","""items""","""""",Array,"""""",1,[],[],fromList []
"""EmailConnector_Update_NavTagModel""","""needSetDefaultTagId""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Update_NavTagModel""","""emailConnectorId""","""""",String,"""uuid""",0,[],[],fromList []
"""MiscAdjustment_Item""","""misc_type""","""MiscAdjustmentType""",Null,"""""",0,[],[],fromList []
"""MiscAdjustment_Item""","""amount""","""""",Number,"""double""",1,[],[],fromList []
"""MiscAdjustment_Item""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""MiscAdjustment_Item""","""description""","""""",String,"""""",1,[],[],fromList []
"""MiscAdjustment_Item""","""misc_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Client_Update_Model""","""suspend_invoice_create_from""","""""",String,"""date-time""",1,[],[],fromList []
"""Client_Update_Model""","""middle_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""can_receive_communication""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""register_method""","""ClientRegisterMethodType""",Null,"""""",0,[],[],fromList []
"""Client_Update_Model""","""phone""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""plan_manager_staff_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Client_Update_Model""","""date_of_birth""","""""",String,"""date-time""",1,[],[],fromList []
"""Client_Update_Model""","""is_deceased""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""referral_source""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""suspend_invoice_creation_datetype""","""SuspendInvoiceCreationDateType""",Null,"""""",0,[],[],fromList []
"""Client_Update_Model""","""address_suburb""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""special_consideration""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""status""","""ClientStatusType""",Null,"""""",0,[],[],fromList []
"""Client_Update_Model""","""sendby_email""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""ndis_no""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""suspend_invoice_create_reason""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""referral""","""ClientReferralType""",Null,"""""",0,[],[],fromList []
"""Client_Update_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""coordinators_count""","""""",Integer,"""int32""",0,[],[],fromList []
"""Client_Update_Model""","""sendby_mailout""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Update_Model""","""suspend_invoice_create""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""state_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Client_Update_Model""","""exclude_auto_submit_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""exclude_auto_create_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""Client_Update_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""preferred_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""address_street""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""other_family_members_with_mp""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""no_address""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""no_email""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""sendby_authorisedcoordinator""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""mobile""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""deceased_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Client_Update_Model""","""mandatory_2nd_check""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Update_Model""","""address_state_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Client_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""Client_Update_Model""","""title_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Update_Model""","""address_postcode""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_User_Update_Account_Password_Model""","""old_password""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_User_Update_Account_Password_Model""","""support_coordinator_id""","""""",String,"""uuid""",0,[],[],fromList []
"""SupportCoordinator_User_Update_Account_Password_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""DownloadInvoice_Model""","""ids""","""""",Array,"""""",1,[],[],fromList []
"""CommEmailHistory_ListParameter""","""start_date""","""""",String,"""date-time""",1,[],[],fromList []
"""CommEmailHistory_ListParameter""","""page""","""""",Integer,"""int32""",0,[],[],fromList []
"""CommEmailHistory_ListParameter""","""comm_email_template_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CommEmailHistory_ListParameter""","""include60days""","""""",Boolean,"""""",0,[],[],fromList []
"""CommEmailHistory_ListParameter""","""current_user_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CommEmailHistory_ListParameter""","""list_all""","""""",Boolean,"""""",0,[],[],fromList []
"""CommEmailHistory_ListParameter""","""page_size""","""""",Integer,"""int32""",0,[],[],fromList []
"""CommEmailHistory_ListParameter""","""template_name""","""""",String,"""""",1,[],[],fromList []
"""CommEmailHistory_ListParameter""","""subject""","""""",String,"""""",1,[],[],fromList []
"""CommEmailHistory_ListParameter""","""end_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Vendor_User_Update_Account_Details_Model""","""status""","""UserStatusType""",Null,"""""",0,[],[],fromList []
"""Vendor_User_Update_Account_Details_Model""","""registeredWay""","""RegisteredType""",Null,"""""",0,[],[],fromList []
"""Vendor_User_Update_Account_Details_Model""","""vendor_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_User_Update_Account_Details_Model""","""username""","""""",String,"""""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""receivedDate""","""""",String,"""date-time""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""isRescan""","""""",Boolean,"""""",0,[],[],fromList []
"""ScanEmailAttachmentModel""","""fileName""","""""",String,"""""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""vendorId""","""""",String,"""uuid""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""supportoordinatorId""","""""",String,"""uuid""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""outlookReceivedDate""","""""",String,"""date-time""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""aiocrId""","""""",String,"""uuid""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""emailType""","""""",String,"""uuid""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""emailAttachmentId""","""""",String,"""uuid""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""isQuickUpload""","""""",Boolean,"""""",0,[],[],fromList []
"""ScanEmailAttachmentModel""","""invoiceQuickUploadId""","""""",String,"""uuid""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""emailId""","""""",String,"""uuid""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""filePath""","""""",String,"""""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""emailConnectorId""","""""",String,"""uuid""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""clientId""","""""",String,"""uuid""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""importedDate""","""""",String,"""date-time""",1,[],[],fromList []
"""ScanEmailAttachmentModel""","""subject""","""""",String,"""""",1,[],[],fromList []
"""NEmailTemplate_Update_Model""","""body""","""""",String,"""""",1,[],[],fromList []
"""NEmailTemplate_Update_Model""","""emailTemplateId""","""""",String,"""uuid""",0,[],[],fromList []
"""NEmailTemplate_Update_Model""","""name""","""""",String,"""""",1,[],[],fromList []
"""NEmailTemplate_Update_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""UpdateAvailableDatesCommand""","""start_Date""","""""",String,"""date-time""",0,[],[],fromList []
"""UpdateAvailableDatesCommand""","""ip""","""""",String,"""""",1,[],[],fromList []
"""UpdateAvailableDatesCommand""","""occurredOn""","""""",String,"""date-time""",0,[],[],fromList []
"""UpdateAvailableDatesCommand""","""action""","""""",String,"""""",1,[],[],fromList []
"""UpdateAvailableDatesCommand""","""validators""","""""",Object,"""""",1,[],[],fromList []
"""UpdateAvailableDatesCommand""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateAvailableDatesCommand""","""lock_BusinessIds""","""""",Array,"""""",1,[],[],fromList []
"""UpdateAvailableDatesCommand""","""executeResult""","""CommandExecuteResult""",Null,"""""",0,[],[],fromList []
"""UpdateAvailableDatesCommand""","""updateType""","""""",Integer,"""int32""",0,[],[],fromList []
"""UpdateAvailableDatesCommand""","""operator""","""AuthenticateUser""",Null,"""""",0,[],[],fromList []
"""UpdateAvailableDatesCommand""","""errors""","""""",Array,"""""",1,[],[],fromList []
"""UpdateAvailableDatesCommand""","""end_Date""","""""",String,"""date-time""",0,[],[],fromList []
"""UpdateAvailableDatesCommand""","""logBusinessId""","""""",String,"""uuid""",1,[],[],fromList []
"""AddSelectedInvoice_Model""","""payment_batch_id""","""""",String,"""uuid""",0,[],[],fromList []
"""AddSelectedInvoice_Model""","""invoice_ids""","""""",Array,"""""",1,[],[],fromList []
"""AddSelectedInvoice_Model""","""payment_batch_name""","""""",String,"""""",1,[],[],fromList []
"""RemoveTagToClientDTO""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""RemoveTagToClientDTO""","""clientIds""","""""",Array,"""""",1,[],[],fromList []
"""LoginViewModel""","""rememberme""","""""",Boolean,"""""",0,[],[],fromList []
"""LoginViewModel""","""username""","""""",String,"""""",1,[],[],fromList []
"""LoginViewModel""","""password""","""""",String,"""""",1,[],[],fromList []
"""UntoTagToClientDTO""","""clientList""","""""",Array,"""""",1,[],[],fromList []
"""RequestNumber""","""new_payment_number""","""""",String,"""""",1,[],[],fromList []
"""RequestNumber""","""invoice_item_id""","""""",String,"""uuid""",0,[],[],fromList []
"""RequestNumber""","""cancel_payment_number""","""""",String,"""""",1,[],[],fromList []
"""Client_InvoiceItem_Update_Model""","""support_end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Client_InvoiceItem_Update_Model""","""support_start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Client_InvoiceItem_Update_Model""","""ndis_support_item_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_InvoiceItem_Update_Model""","""unit_price""","""""",Number,"""double""",0,[],[],fromList []
"""Client_InvoiceItem_Update_Model""","""gst""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_InvoiceItem_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_InvoiceItem_Update_Model""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_InvoiceItem_Update_Model""","""quantity""","""""",Number,"""double""",0,[],[],fromList []
"""SendCommSmsModel""","""clientApplicationId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommSmsModel""","""invoiceId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommSmsModel""","""vendorId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommSmsModel""","""coordinatorId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommSmsModel""","""sms_Content""","""""",String,"""""",1,[],[],fromList []
"""SendCommSmsModel""","""commSmsTemplateId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommSmsModel""","""recipients""","""""",Array,"""""",1,[],[],fromList []
"""SendCommSmsModel""","""clientId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommSmsModel""","""subject""","""""",String,"""""",1,[],[],fromList []
"""User_PasswordChange_Model""","""token""","""""",String,"""""",1,[],[],fromList []
"""User_PasswordChange_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""AIOCRSpecialRules_Update_Model""","""ruleKeys""","""""",String,"""""",1,[],[],fromList []
"""AIOCRSpecialRules_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""AIOCRSpecialRules_Update_Model""","""priority""","""""",Integer,"""int32""",0,[],[],fromList []
"""AIOCRSpecialRules_Update_Model""","""ruleValues""","""""",String,"""""",1,[],[],fromList []
"""ChangeInvoiceDTO""","""invoice""","""""",String,"""uuid""",0,[],[],fromList []
"""ChangeInvoiceDTO""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""middle_name""","""""",String,"""""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""phone""","""""",String,"""""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""date_of_birth""","""""",String,"""date-time""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""address_suburb""","""""",String,"""""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""ndis_no""","""""",String,"""""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Update_Client_Profile_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""address_street""","""""",String,"""""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""mobile""","""""",String,"""""",1,[],[],fromList []
"""Update_Client_Profile_Model""","""address_state_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Update_Client_Profile_Model""","""title_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Update_Client_Profile_Model""","""address_postcode""","""""",String,"""""",1,[],[],fromList []
"""NDISSupportItem_Import_Model""","""temp_file_id""","""""",String,"""""",1,[],[],fromList []
"""NDISSupportItem_Import_Model""","""file_name""","""""",String,"""""",1,[],[],fromList []
"""NDISSupportItem_Import_Model""","""is_force_import""","""""",Boolean,"""""",0,[],[],fromList []
"""Global_CRMNote_ListParameter""","""plan_manager""","""""",String,"""uuid""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""searchText""","""""",String,"""""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""note_type""","""""",String,"""""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""page""","""""",Integer,"""int32""",0,[],[],fromList []
"""Global_CRMNote_ListParameter""","""status""","""CRMNoteStatus""",Null,"""""",0,[],[],fromList []
"""Global_CRMNote_ListParameter""","""order_By""","""CRMNote_QueryOrderByType""",Null,"""""",0,[],[],fromList []
"""Global_CRMNote_ListParameter""","""includeArchive""","""""",Boolean,"""""",0,[],[],fromList []
"""Global_CRMNote_ListParameter""","""current_user_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""start_reminder_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""list_all""","""""",Boolean,"""""",0,[],[],fromList []
"""Global_CRMNote_ListParameter""","""staff_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""end_created_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""note_value""","""""",String,"""""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""recipient""","""""",String,"""uuid""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""is_ShowOverDueOnly""","""""",Boolean,"""""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""is_my_own_reminder""","""""",Boolean,"""""",0,[],[],fromList []
"""Global_CRMNote_ListParameter""","""start_created_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""page_size""","""""",Integer,"""int32""",0,[],[],fromList []
"""Global_CRMNote_ListParameter""","""days_overdue""","""""",String,"""""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""note_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Global_CRMNote_ListParameter""","""end_reminder_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Staff_Ip_Access_Setting_Update_Model""","""ip""","""""",String,"""""",1,[],[],fromList []
"""Staff_Ip_Access_Setting_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Ip_Access_Setting_Update_Model""","""name""","""""",String,"""""",1,[],[],fromList []
"""VendorSupportItemNumberConversion_Add_Model""","""vendorSupportItemNumberKeys""","""""",String,"""""",1,[],[],fromList []
"""VendorSupportItemNumberConversion_Add_Model""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""VendorSupportItemNumberConversion_Add_Model""","""is_Deleted""","""""",Boolean,"""""",1,[],[],fromList []
"""VendorSupportItemNumberConversion_Add_Model""","""vendorSupportItemNumberValues""","""""",String,"""""",1,[],[],fromList []
"""Phone_VoiceMail_UpdateStatus""","""status""","""PhoneCallHistoryActionStatus""",Null,"""""",0,[],[],fromList []
"""Phone_VoiceMail_UpdateStatus""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""PaymentBatch_Confirm_Payment_Model""","""payment_creditors""","""""",Array,"""""",1,[],[],fromList []
"""PaymentBatch_Confirm_Payment_Model""","""payment_batch_id""","""""",String,"""uuid""",0,[],[],fromList []
"""AIOCRMulitUpdateTagModel""","""isAllAIOCR""","""""",Boolean,"""""",0,[],[],fromList []
"""AIOCRMulitUpdateTagModel""","""tagList""","""""",Array,"""""",1,[],[],fromList []
"""AIOCRMulitUpdateTagModel""","""ids""","""""",Array,"""""",1,[],[],fromList []
"""AIOCRMulitUpdateTagModel""","""isRemove""","""""",Boolean,"""""",0,[],[],fromList []
"""UpdateTagSetting""","""tags""","""""",Array,"""""",1,[],[],fromList []
"""UpdateTagSetting""","""type""","""TagGroupTypeEnum""",Null,"""""",0,[],[],fromList []
"""ClientContactRelationshipType_Update_Model""","""full_name""","""""",String,"""""",1,[],[],fromList []
"""ClientContactRelationshipType_Update_Model""","""client_contact_relationship_type_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientContactRelationshipType_Update_Model""","""sort_code""","""""",String,"""""",1,[],[],fromList []
"""ClientContactRelationshipType_Update_Model""","""short_name""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""suburb""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""postcode""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""mark_Email_Attachment_Setting""","""""",Boolean,"""""",0,[],[],fromList []
"""Staff_Add_Model""","""phone""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""street""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""group_ids""","""""",Array,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""chart_template_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Staff_Add_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""status""","""StaffStatusType""",Null,"""""",0,[],[],fromList []
"""Staff_Add_Model""","""phone_agent""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""state_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Add_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""team_ids""","""""",Array,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""staff_title""","""""",String,"""uuid""",1,[],[],fromList []
"""Staff_Add_Model""","""ip_access_type""","""IpAccessType""",Null,"""""",0,[],[],fromList []
"""Staff_Add_Model""","""phone_queue_arn""","""""",String,"""""",1,[],[],fromList []
"""Staff_Add_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""CRMSC_Add_Model""","""client_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMSC_Add_Model""","""todoList""","""""",Array,"""""",1,[],[],fromList []
"""CRMSC_Add_Model""","""is_link_to_invoice""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMSC_Add_Model""","""reminder_staff""","""""",Array,"""""",1,[],[],fromList []
"""CRMSC_Add_Model""","""content""","""""",String,"""""",1,[],[],fromList []
"""CRMSC_Add_Model""","""reminder_date""","""""",String,"""date-time""",1,[],[],fromList []
"""CRMSC_Add_Model""","""append""","""""",String,"""""",1,[],[],fromList []
"""CRMSC_Add_Model""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMSC_Add_Model""","""invoice_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMSC_Add_Model""","""is_link_to_client""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMSC_Add_Model""","""sc_id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMSC_Add_Model""","""isreminder""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMSC_Add_Model""","""note_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMSC_Add_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""UpdateGroup""","""staff_Ids""","""""",Array,"""""",1,[],[],fromList []
"""UpdateGroup""","""types""","""""",Array,"""""",1,[],[],fromList []
"""UpdateGroup""","""groupName""","""""",String,"""""",1,[],[],fromList []
"""UpdateGroup""","""team_Ids""","""""",Array,"""""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""reconciliation_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Reconciliation_Create_Model""","""bankBalance""","""""",Number,"""double""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Reconciliation_Create_Model""","""cancelled_invoiceitems""","""""",Array,"""""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""other_funds""","""""",Array,"""""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""gatewayBalance""","""""",Number,"""double""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""miscAdjustment_Items""","""""",Array,"""""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""claim_ids""","""""",Array,"""""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""is_closed""","""""",Boolean,"""""",0,[],[],fromList []
"""Reconciliation_Create_Model""","""gatewayBalanceNoRefund""","""""",Number,"""double""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""ndis_funds""","""""",Array,"""""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""payment_batch_ids""","""""",Array,"""""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""Reconciliation_Create_Model""","""end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""StaffRole_Permission_Feature""","""actions""","""""",Array,"""""",1,[],[],fromList []
"""StaffRole_Permission_Feature""","""feature""","""PermissionFeatureType""",Null,"""""",0,[],[],fromList []
"""Auth_Reminder_Mark_As_Sent_Model""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Auth_Reminder_Mark_As_Sent_Model""","""reminder_type""","""RequiredAuthorisationReminderType""",Null,"""""",0,[],[],fromList []
"""NavTagItemUpdateModel""","""order""","""""",Integer,"""int32""",0,[],[],fromList []
"""NavTagItemUpdateModel""","""tagId""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMProviderNote_Update_Model""","""client_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMProviderNote_Update_Model""","""todoList""","""""",Array,"""""",1,[],[],fromList []
"""CRMProviderNote_Update_Model""","""is_link_to_invoice""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMProviderNote_Update_Model""","""reminder_staff""","""""",Array,"""""",1,[],[],fromList []
"""CRMProviderNote_Update_Model""","""provider_id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMProviderNote_Update_Model""","""content""","""""",String,"""""",1,[],[],fromList []
"""CRMProviderNote_Update_Model""","""reminder_date""","""""",String,"""date-time""",1,[],[],fromList []
"""CRMProviderNote_Update_Model""","""append""","""""",String,"""""",1,[],[],fromList []
"""CRMProviderNote_Update_Model""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMProviderNote_Update_Model""","""invoice_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMProviderNote_Update_Model""","""is_link_to_client""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMProviderNote_Update_Model""","""isreminder""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMProviderNote_Update_Model""","""note_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMProviderNote_Update_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""Chart_Template_Deplicate""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Document_Add_Model""","""title""","""""",String,"""""",1,[],[],fromList []
"""Document_Add_Model""","""file_extension_name""","""""",String,"""""",1,[],[],fromList []
"""Document_Add_Model""","""file_size""","""""",String,"""""",1,[],[],fromList []
"""Document_Add_Model""","""file_path""","""""",String,"""""",1,[],[],fromList []
"""Document_Add_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Document_Add_Model""","""noteType""","""CRMNoteType""",Null,"""""",0,[],[],fromList []
"""Update_Profile_Model""","""suburb""","""""",String,"""""",1,[],[],fromList []
